"REFERENCE_NUMBER","EASTING","NORTHING","NUMBER_OF_VEHICLES","ACCIDENT_DATE","TIME_24HR","ROAD_CLASS","ROAD_SURFACE","LIGHTING_CONDITIONS","WEATHER_CONDITIONS","CASUALTY_CLASS","CASUALTY_SEVERITY","SEX_OF_CASUALTY","AGE_OF_CASUALTY","VEHICLE_TYPE","ROAD_CLASS_CODE","ROAD_SURFACE_CODE","LIGHTING_CODE","WEATHER_CODE","CASUALTY_CLASS_CODE","CASUALTY_SEVERITY_CODE","SEX_OF_CASUALTY_CODE","AGE_OF_CASUALTY_CODE","VEHICLE_TYPE_CODE"
"722509","431858","425432","4","03-Sep-09","810","Motorway","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Female","31","Car","1","2","1","2","","3","2","31","9"
"722509","431858","425432","4","03-Sep-09","810","Motorway","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Female","25","Car","1","2","1","2","","3","2","25","9"
"729109","421549","435959","2","03-Sep-09","1001","A","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Female","33","Car","3","2","1","2","","3","2","33","9"
"722009","432208","432990","1","04-Sep-09","1325","Unclassified","Dry","Daylight: street lights present","Unknown","Passenger","Slight","Male","48","Bus or coach (17 or more passenger seats)","6","1","1","9","","3","1","48","11"
"722809","428912","435505","2","04-Sep-09","1745","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Serious","Male","54","Pedal cycle","3","1","1","1","","2","1","54","1"
"723509","429408","433919","2","04-Sep-09","2030","A(M)","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","19","Car","2","1","4","1","","3","1","19","9"
"728909","431379","435350","2","04-Sep-09","1800","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","15","Pedal cycle","6","1","1","1","","3","1","15","1"
"728909","431379","435350","2","04-Sep-09","1800","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","16","Pedal cycle","6","1","1","1","","3","2","16","1"
"719409","431019","430757","2","05-Sep-09","20","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Female","22","Car","6","1","4","1","","3","2","22","9"
"720209","431906","434835","1","05-Sep-09","1310","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","74","Bus or coach (17 or more passenger seats)","6","1","1","1","","3","1","74","11"
"720409","437955","432915","1","05-Sep-09","1550","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","19","Car","3","1","1","1","","3","1","19","9"
"720409","437955","432915","1","05-Sep-09","1550","A","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","17","Car","3","1","1","1","","3","2","17","9"
"721109","423659","434671","2","05-Sep-09","1820","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","39","Pedal cycle","6","1","1","1","","3","1","39","1"
"721509","439029","431761","2","05-Sep-09","1510","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Serious","Male","25","Pedal cycle","3","1","1","1","","2","1","25","1"
"722109","437496","432923","1","05-Sep-09","1000","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","29","Goods vehicle 3.5 tonnes mgw and under","6","1","1","1","","3","1","29","19"
"722209","423666","437572","2","05-Sep-09","555","A","Dry","Darkness: street lighting unknown","Fine without high winds","Driver","Slight","Male","32","Car","3","1","7","1","","3","1","32","9"
"722209","423666","437572","2","05-Sep-09","555","A","Dry","Darkness: street lighting unknown","Fine without high winds","Driver","Serious","Female","42","Car","3","1","7","1","","2","2","42","9"
"1010909","427946","436112","2","30-Nov-09","1545","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","46","Pedal cycle","3","1","1","1","","3","1","46","1"
"1011309","414118","442717","1","30-Nov-09","2200","Unclassified","Wet / Damp","Darkness: no street lighting","Fine without high winds","Passenger","Slight","Female","17","Car","6","2","6","1","","3","2","17","9"
"996609","420180","445517","4","01-Dec-09","1000","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","80","Car","6","2","1","1","","3","1","80","9"
"998209","425584","443070","2","01-Dec-09","800","A","Frost / Ice","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","37","Pedal cycle","3","4","1","1","","3","1","37","1"
"1001709","427080","429422","2","01-Dec-09","945","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","8","Minibus (8 ¿ 16 passenger seats)","6","1","1","1","","3","1","8",""
"1004609","428934","425980","1","01-Dec-09","1411","A","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","25","M/cycle 50cc and under","3","2","1","1","","3","2","25","2"
"1005509","425529","434172","1","01-Dec-09","755","Unclassified","Frost / Ice","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Male","12","Car","6","4","1","1","3","3","1","12","9"
"1006609","430924","434844","1","01-Dec-09","1912","Unclassified","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Pedestrian","Slight","Male","14","Car","6","2","4","2","3","3","1","14","9"
"1007509","428597","427833","1","01-Dec-09","710","A","Frost / Ice","Darkness: street lighting unknown","Fine without high winds","Driver","Serious","Male","28","Motorcycle over 50cc and up to 125cc","3","4","7","1","","2","1","28","3"
"1009009","433293","436226","2","01-Dec-09","2145","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Driver","Slight","Male","41","Car","3","2","4","2","","3","1","41","9"
"1009109","435165","434869","1","01-Dec-09","1659","Unclassified","Dry","Darkness: street lighting unknown","Fine without high winds","Pedestrian","Slight","Male","36","Car","6","1","7","1","3","3","1","36","9"
"1009209","431518","429085","2","01-Dec-09","1750","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine with high winds","Driver","Slight","Female","35","Car","6","2","4","4","","3","2","35","9"
"1004309","429386","433470","2","02-Dec-09","1220","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","36","Car","6","2","1","1","","3","1","36","9"
"1004309","429386","433470","2","02-Dec-09","1220","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","21","Car","6","2","1","1","","3","1","21","9"
"1004309","429386","433470","2","02-Dec-09","1220","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","23","Car","6","2","1","1","","3","1","23","9"
"1005609","429920","436989","1","02-Dec-09","1625","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Male","74","Car","3","2","4","1","3","3","1","74","9"
"1005709","432320","435080","2","02-Dec-09","1340","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","18","Car","6","1","1","1","","3","1","18","9"
"1008409","430160","433925","2","02-Dec-09","1640","Unclassified","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Driver","Slight","Male","30","Car","6","2","4","2","","3","1","30","9"
"1008709","432361","433692","2","02-Dec-09","1933","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","20","Car","3","2","4","1","","3","1","20","9"
"1008709","432361","433692","2","02-Dec-09","1933","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Female","35","Car","3","2","4","1","","3","2","35","9"
"1008709","432361","433692","2","02-Dec-09","1933","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Female","22","Car","3","2","4","1","3","3","2","22","9"
"1008709","432361","433692","2","02-Dec-09","1933","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Male","23","Car","3","2","4","1","3","3","1","23","9"
"1019009","428012","431093","2","02-Dec-09","1745","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","33","Car","3","1","4","1","","3","1","33","9"
"1022109","443074","440606","2","02-Dec-09","1500","A(M)","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","58","Car","2","1","1","1","","3","1","58","9"
"1006909","427410","434992","2","03-Dec-09","1245","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Serious","Male","19","Car","6","1","1","1","3","2","1","19","9"
"1011009","423004","444618","1","03-Dec-09","1524","A","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver","Serious","Male","20","Car","3","2","1","1","","2","1","20","9"
"1012409","431725","433633","2","03-Dec-09","615","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Female","38","Car","3","2","4","1","","3","2","38","9"
"1012409","431725","433633","2","03-Dec-09","615","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Female","36","Car","3","2","4","1","","3","2","36","9"
"1022409","424784","432895","2","03-Dec-09","1130","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","44","Car","6","2","1","1","","3","1","44","9"
"1024709","427581","431052","2","03-Dec-09","510","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","28","Car","3","2","4","1","","3","1","28","9"
"1024709","427581","431052","2","03-Dec-09","510","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Male","38","Car","3","2","4","1","","3","1","38","9"
"1024809","432524","427549","2","03-Dec-09","2210","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Serious","Male","21","Car","3","1","4","1","","2","1","21","9"
"1024809","432524","427549","2","03-Dec-09","2210","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Serious","Male","18","Car","3","1","4","1","","2","1","18","9"
"1055209","419668","438602","1","03-Dec-09","150","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Passenger","Slight","Male","22","Car","3","2","4","2","","3","1","22","9"
"1055209","419668","438602","1","03-Dec-09","150","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Passenger","Slight","Female","19","Car","3","2","4","2","","3","2","19","9"
"1055209","419668","438602","1","03-Dec-09","150","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Passenger","Slight","Female","16","Car","3","2","4","2","","3","2","16","9"
"1066309","431089","433338","1","03-Dec-09","1505","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Serious","Female","11","Bus or coach (17 or more passenger seats)","6","1","1","1","3","2","2","11","11"
"1066309","431089","433338","1","03-Dec-09","1505","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Female","11","Bus or coach (17 or more passenger seats)","6","1","1","1","3","3","2","11","11"
"1012909","431971","435839","2","04-Dec-09","735","A","Wet / Damp","Darkness: street lighting unknown","Fine without high winds","Driver","Slight","Male","28","Pedal cycle","3","2","7","1","","3","1","28","1"
"1013309","443058","447463","2","04-Dec-09","920","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","34","Car","6","2","1","1","","3","1","34","9"
"1014509","434456","433702","2","04-Dec-09","1705","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","60","Car","6","1","4","1","","3","1","60","9"
"1014509","434456","433702","2","04-Dec-09","1705","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","35","Taxi/Private hire car","6","1","4","1","","3","1","35","8"
"1014809","435898","436416","1","04-Dec-09","1041","A","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Female","42","Car","3","1","1","1","3","3","2","42","9"
